gene_id	gene_type	overlap_counts	overlap_fraction	overlap_other
ENSG00000248103.1	lincRNA	0	0.0	False
ENSG00000274525.1	unprocessed_pseudogene	0	0.0	False
ENSG00000222533.1	snRNA	0	0.0	False
ENSG00000238035.7	lincRNA	0	0.0	False
ENSG00000274553.1	processed_pseudogene	1	0.9311827956989247	True
ENSG00000250765.4	lincRNA	1	0.20027752081406106	True
ENSG00000230178.1	protein_coding	0	0.0	False
ENSG00000251035.1	processed_pseudogene	0	0.0	False
ENSG00000213285.4	processed_pseudogene	0	0.0	False
ENSG00000271530.1	processed_pseudogene	0	0.0	False
ENSG00000220212.1	unprocessed_pseudogene	0	0.0	False
ENSG00000170590.7	lincRNA	1	0.20138728323699423	True
ENSG00000217929.3	processed_pseudogene	1	0.9295624332977588	True
ENSG00000218577.1	unprocessed_pseudogene	0	0.0	False
ENSG00000263667.1	lincRNA	1	0.09039054042801233	True
ENSG00000205653.1	lincRNA	1	0.7050990581357583	True
ENSG00000112679.13	protein_coding	0	0.0	False
ENSG00000137265.13	protein_coding	0	0.0	False
ENSG00000112685.12	protein_coding	3	0.017598015174681937	True
ENSG00000230433.1	antisense	1	1.0	True
ENSG00000188996.4	protein_coding	1	1.0	True
ENSG00000219712.1	processed_pseudogene	1	1.0	True
ENSG00000272463.1	lincRNA	0	0.0	False
ENSG00000271727.1	lincRNA	0	0.0	False
ENSG00000271911.1	lincRNA	1	0.28814631318189005	True
ENSG00000272485.1	lincRNA	1	1.0	True
ENSG00000276687.1	lincRNA	0	0.0	False
ENSG00000278343.1	lincRNA	0	0.0	False
ENSG00000270937.1	lincRNA	0	0.0	False
ENSG00000176515.1	lincRNA	0	0.0	False
ENSG00000164379.5	protein_coding	0	0.0	False
ENSG00000281809.1	lincRNA	0	0.0	False
ENSG00000261730.1	antisense	0	0.0	False
ENSG00000137273.3	protein_coding	1	0.01683151136560819	True
ENSG00000275859.1	miRNA	1	1.0	True
ENSG00000243439.3	misc_RNA	0	0.0	False
ENSG00000218027.2	processed_pseudogene	0	0.0	False
ENSG00000272279.1	lincRNA	0	0.0	False
ENSG00000280916.1	lincRNA	0	0.0	False
ENSG00000054598.6	protein_coding	0	0.0	False
ENSG00000112699.9	protein_coding	0	0.0	False
ENSG00000250903.7	lincRNA	3	0.004486316733961417	True
ENSG00000236086.4	processed_pseudogene	1	1.0	True
ENSG00000266252.1	miRNA	1	1.0	True
ENSG00000272465.1	lincRNA	1	1.0	True
ENSG00000280423.1	TEC	0	0.0	False
ENSG00000164385.7	protein_coding	0	0.0	False
ENSG00000228718.1	lincRNA	0	0.0	False
ENSG00000145949.9	protein_coding	0	0.0	False
ENSG00000124535.14	protein_coding	0	0.0	False
ENSG00000021355.11	protein_coding	0	0.0	False
ENSG00000266750.1	miRNA	0	0.0	False
ENSG00000230438.6	lincRNA	0	0.0	False
ENSG00000170542.5	protein_coding	0	0.0	False
ENSG00000232999.1	unitary_pseudogene	0	0.0	False
ENSG00000228365.1	lincRNA	0	0.0	False
ENSG00000124570.16	protein_coding	0	0.0	False
ENSG00000244041.6	lincRNA	2	0.9937616968184654	True
ENSG00000124588.18	protein_coding	3	0.28807299055819185	True
ENSG00000224846.2	antisense	2	1.0	True
ENSG00000271361.1	processed_pseudogene	1	1.0	True
ENSG00000274855.1	processed_pseudogene	0	0.0	False
ENSG00000232654.1	processed_pseudogene	0	0.0	False
ENSG00000217707.2	unprocessed_pseudogene	0	0.0	False
ENSG00000229282.1	lincRNA	0	0.0	False
ENSG00000137275.12	protein_coding	2	0.018985858270177357	True
ENSG00000272277.1	antisense	1	1.0	True
ENSG00000222248.1	rRNA	1	1.0	True
ENSG00000137274.11	protein_coding	1	0.41665719804567664	True
ENSG00000228170.1	antisense	1	1.0	True
ENSG00000137267.5	protein_coding	0	0.0	False
ENSG00000216819.1	unprocessed_pseudogene	0	0.0	False
ENSG00000230269.5	lincRNA	0	0.0	False
ENSG00000137285.9	protein_coding	1	0.043780961306734506	True
ENSG00000180822.10	protein_coding	2	0.482673336112269	True
ENSG00000137266.13	protein_coding	2	0.1935499308731256	True
ENSG00000272320.1	antisense	1	1.0	True
ENSG00000228793.1	lincRNA	0	0.0	False
ENSG00000270477.1	processed_pseudogene	0	0.0	False
ENSG00000168994.12	protein_coding	1	0.031109751121991023	True
ENSG00000270504.1	antisense	1	0.33152173913043476	True
ENSG00000219992.2	processed_pseudogene	0	0.0	False
ENSG00000238158.5	sense_overlapping	1	0.08112082003024702	True
ENSG00000145945.5	protein_coding	1	1.0	True
ENSG00000233068.2	lincRNA	0	0.0	False
ENSG00000260604.2	lincRNA	0	0.0	False
ENSG00000218472.2	processed_pseudogene	0	0.0	False
ENSG00000217135.2	processed_pseudogene	0	0.0	False
ENSG00000217566.2	processed_pseudogene	0	0.0	False
ENSG00000216657.1	processed_pseudogene	0	0.0	False
ENSG00000279926.1	TEC	0	0.0	False
ENSG00000272248.1	lincRNA	1	0.7341513292433538	True
ENSG00000230648.1	antisense	1	0.15134907251264756	True
ENSG00000112739.15	protein_coding	1	0.3556821301125446	True
ENSG00000145975.12	protein_coding	2	0.6247428119229754	True
ENSG00000185689.14	protein_coding	2	0.45218584515480653	True
ENSG00000198721.11	protein_coding	2	0.7753666867590918	True
ENSG00000254821.1	antisense	2	0.9553151458137347	True
ENSG00000234817.2	lincRNA	1	0.46830572889785577	True
ENSG00000237716.1	lincRNA	0	0.0	False
ENSG00000216307.2	processed_pseudogene	0	0.0	False
ENSG00000231811.2	lincRNA	0	0.0	False
ENSG00000201185.1	rRNA	0	0.0	False
ENSG00000260239.1	lincRNA	0	0.0	False
ENSG00000270695.1	processed_pseudogene	0	0.0	False
ENSG00000260673.1	lincRNA	0	0.0	False
ENSG00000205444.2	lincRNA	0	0.0	False
ENSG00000217385.1	processed_pseudogene	0	0.0	False
ENSG00000153046.16	protein_coding	1	0.0035366010136652338	True
ENSG00000236336.1	antisense	1	1.0	True
ENSG00000217030.1	processed_pseudogene	0	0.0	False
ENSG00000124787.12	protein_coding	0	0.0	False
ENSG00000272142.1	lincRNA	1	0.8676263263337538	True
ENSG00000271978.1	lincRNA	1	0.5158600608814576	True
ENSG00000220685.3	processed_pseudogene	0	0.0	False
ENSG00000219607.3	protein_coding	0	0.0	False
ENSG00000214113.9	protein_coding	2	0.0009978149116491733	True
ENSG00000265083.1	miRNA	1	1.0	True
ENSG00000280624.1	miRNA	1	1.0	True
ENSG00000145982.10	protein_coding	4	0.0744413714214081	True
ENSG00000220446.2	processed_pseudogene	1	1.0	True
ENSG00000269985.1	antisense	1	1.0	True
ENSG00000218574.1	processed_pseudogene	1	1.0	True
ENSG00000270174.1	antisense	1	1.0	True
ENSG00000217239.3	processed_pseudogene	0	0.0	False
ENSG00000216360.1	processed_pseudogene	0	0.0	False
ENSG00000233064.2	lincRNA	0	0.0	False
ENSG00000239472.3	misc_RNA	0	0.0	False
ENSG00000215057.4	processed_pseudogene	0	0.0	False
ENSG00000124785.7	protein_coding	0	0.0	False
ENSG00000124491.14	protein_coding	1	0.0007404141797793453	True
ENSG00000263572.2	miRNA	1	1.0	True
ENSG00000216863.8	antisense	3	0.1299175551743357	True
ENSG00000241216.1	transcribed_processed_pseudogene	1	1.0	True
ENSG00000218868.1	processed_pseudogene	1	1.0	True
ENSG00000112799.7	protein_coding	1	0.5183252336448598	True
ENSG00000261211.1	lincRNA	0	0.0	False
ENSG00000279368.1	TEC	0	0.0	False
ENSG00000226281.2	lincRNA	0	0.0	False
ENSG00000224532.2	lincRNA	0	0.0	False
ENSG00000219986.2	processed_pseudogene	0	0.0	False
ENSG00000223342.2	lincRNA	0	0.0	False
ENSG00000240936.3	misc_RNA	0	0.0	False
ENSG00000203498.2	lincRNA	0	0.0	False
ENSG00000124782.18	protein_coding	2	0.015985261422743674	True
ENSG00000225092.2	sense_intronic	1	1.0	True
ENSG00000201483.1	misc_RNA	1	1.0	True
ENSG00000124783.11	protein_coding	5	0.5513141268637857	True
ENSG00000238221.1	antisense	1	1.0	True
ENSG00000164304.14	protein_coding	5	0.3334601423431135	True
ENSG00000219375.1	processed_pseudogene	2	1.0	True
ENSG00000220472.1	processed_pseudogene	2	1.0	True
ENSG00000230570.1	processed_pseudogene	2	1.0	True
ENSG00000124784.7	protein_coding	1	0.008654216740828983	True
ENSG00000233503.1	processed_pseudogene	0	0.0	False
ENSG00000219993.1	processed_pseudogene	0	0.0	False
ENSG00000234115.2	processed_pseudogene	0	0.0	False
ENSG00000261189.1	antisense	0	0.0	False
ENSG00000096696.12	protein_coding	0	0.0	False
ENSG00000168566.11	protein_coding	0	0.0	False
ENSG00000236512.1	processed_pseudogene	0	0.0	False
ENSG00000153162.8	protein_coding	1	0.0011123686337914309	True
ENSG00000259040.4	protein_coding	6	0.45224832617932	True
ENSG00000239264.7	protein_coding	1	1.0	True
ENSG00000217746.1	processed_pseudogene	1	1.0	True
ENSG00000219294.6	processed_pseudogene	1	1.0	True
ENSG00000188428.15	protein_coding	2	1.0	True
ENSG00000265818.1	protein_coding	3	0.8969402331689784	True
ENSG00000124802.10	protein_coding	1	0.9983571770826203	True
ENSG00000232234.2	lincRNA	1	0.04046875	True
ENSG00000234763.1	lincRNA	1	0.477859778597786	True
ENSG00000124786.9	protein_coding	0	0.0	False
ENSG00000251164.1	lincRNA	1	0.1398478642480983	True
ENSG00000276019.1	misc_RNA	1	1.0	True
ENSG00000230939.1	lincRNA	0	0.0	False
ENSG00000225775.1	lincRNA	0	0.0	False
ENSG00000181355.19	protein_coding	1	0.0013013852197732568	True
ENSG00000216368.2	processed_pseudogene	1	1.0	True
ENSG00000229765.2	processed_pseudogene	0	0.0	False
ENSG00000221583.1	snRNA	0	0.0	False
ENSG00000275271.1	miRNA	0	0.0	False
ENSG00000216781.2	processed_pseudogene	0	0.0	False
ENSG00000137203.9	protein_coding	1	0.2684244324405999	True
ENSG00000229950.1	antisense	1	1.0	True
ENSG00000228478.1	lincRNA	0	0.0	False
ENSG00000183674.10	lincRNA	1	0.0993059263214095	True
ENSG00000229401.1	lincRNA	2	0.028266191853995103	True
ENSG00000263705.1	miRNA	1	1.0	True
ENSG00000238076.1	processed_pseudogene	0	0.0	False
ENSG00000231056.1	lincRNA	0	0.0	False
ENSG00000111846.14	protein_coding	3	0.03219220533012505	True
ENSG00000237685.1	antisense	2	1.0	True
ENSG00000216359.1	processed_pseudogene	2	1.0	True
ENSG00000217181.1	processed_pseudogene	1	1.0	True
ENSG00000205318.5	processed_pseudogene	0	0.0	False
ENSG00000137434.10	protein_coding	2	0.0090679669789127	True
ENSG00000201048.1	misc_RNA	1	1.0	True
ENSG00000111845.4	protein_coding	1	0.0067607874328892426	True
ENSG00000111843.12	protein_coding	0	0.0	False
ENSG00000272097.1	lincRNA	0	0.0	False
ENSG00000137210.12	protein_coding	3	0.9996666476179591	True
ENSG00000272162.1	protein_coding	6	0.8743244501147134	True
ENSG00000222383.1	rRNA	2	1.0	True
ENSG00000111837.10	protein_coding	2	1.0	True
ENSG00000124827.6	protein_coding	2	1.0	True
ENSG00000235051.3	antisense	2	1.0	True
ENSG00000153157.11	protein_coding	1	0.4713209138384024	True
ENSG00000197977.3	protein_coding	2	0.017181968373849422	True
ENSG00000274541.1	processed_pseudogene	1	1.0	True
ENSG00000230314.5	antisense	1	0.022765258486542563	True
ENSG00000224531.5	protein_coding	1	0.2067785234899329	True
ENSG00000244476.2	protein_coding	1	1.0	True
ENSG00000271245.1	processed_pseudogene	0	0.0	False
ENSG00000247925.2	antisense	1	0.8850397562086237	True
ENSG00000111859.15	protein_coding	1	0.38081386586284854	True
ENSG00000233656.1	lincRNA	0	0.0	False
ENSG00000242753.1	lincRNA	2	0.05898048026962505	True
ENSG00000202313.1	snRNA	1	1.0	True
ENSG00000218020.3	transcribed_processed_pseudogene	1	0.6675461741424802	True
ENSG00000205269.5	protein_coding	0	0.0	False
ENSG00000271897.1	lincRNA	0	0.0	False
ENSG00000277473.1	misc_RNA	0	0.0	False
ENSG00000207419.1	snoRNA	0	0.0	False
ENSG00000111863.11	protein_coding	0	0.0	False
ENSG00000234427.1	lincRNA	0	0.0	False
ENSG00000215124.2	processed_pseudogene	0	0.0	False
ENSG00000225102.1	antisense	0	0.0	False
ENSG00000229896.2	lincRNA	1	0.07925801011804384	True
ENSG00000095951.15	protein_coding	1	0.0006016500572847661	True
ENSG00000078401.6	protein_coding	0	0.0	False
ENSG00000218893.1	processed_pseudogene	0	0.0	False
ENSG00000223321.1	misc_RNA	0	0.0	False
ENSG00000212802.4	processed_pseudogene	0	0.0	False
ENSG00000234015.1	lincRNA	0	0.0	False
ENSG00000112137.15	protein_coding	5	0.04511582261159987	True
ENSG00000223291.1	miRNA	1	1.0	True
ENSG00000206702.1	snRNA	1	1.0	True
ENSG00000215022.6	antisense	3	1.0	True
ENSG00000145979.16	protein_coding	3	0.46814203510581714	True
ENSG00000272379.1	lincRNA	3	1.0	True
ENSG00000145990.9	protein_coding	1	0.004297861852239818	True
ENSG00000237786.1	antisense	1	1.0	True
ENSG00000218265.1	processed_pseudogene	0	0.0	False
ENSG00000202351.1	misc_RNA	0	0.0	False
ENSG00000124523.13	protein_coding	1	0.02569593147751606	True
ENSG00000261071.1	antisense	1	1.0	True
ENSG00000225921.5	protein_coding	1	0.6455892487939352	True
ENSG00000010017.12	protein_coding	2	0.1254857548908578	True
ENSG00000280458.1	snRNA	1	1.0	True
ENSG00000050393.10	protein_coding	0	0.0	False
ENSG00000272209.1	lincRNA	0	0.0	False
ENSG00000180537.11	protein_coding	1	0.010222715554282441	True
ENSG00000220868.2	processed_pseudogene	1	1.0	True
ENSG00000233981.1	lincRNA	0	0.0	False
ENSG00000112149.8	protein_coding	0	0.0	False
ENSG00000238987.1	snRNA	0	0.0	False
ENSG00000230631.1	lincRNA	0	0.0	False
ENSG00000226673.1	lincRNA	0	0.0	False
ENSG00000237346.1	lincRNA	0	0.0	False
ENSG00000234540.1	lincRNA	0	0.0	False
ENSG00000229646.2	lincRNA	0	0.0	False
ENSG00000206960.1	snRNA	0	0.0	False
ENSG00000234261.2	lincRNA	0	0.0	False
ENSG00000216754.2	processed_pseudogene	0	0.0	False
ENSG00000242989.3	misc_RNA	0	0.0	False
ENSG00000264687.1	miRNA	0	0.0	False
ENSG00000271888.1	lincRNA	0	0.0	False
ENSG00000008083.12	protein_coding	3	0.0037353487292561215	True
ENSG00000235488.1	antisense	1	1.0	True
ENSG00000201367.1	snRNA	1	1.0	True
ENSG00000201519.1	snRNA	1	1.0	True
ENSG00000277411.1	rRNA	0	0.0	False
ENSG00000047579.18	protein_coding	0	0.0	False
ENSG00000214027.3	processed_pseudogene	0	0.0	False
ENSG00000232947.1	lincRNA	0	0.0	False
ENSG00000274212.1	processed_pseudogene	0	0.0	False
ENSG00000217585.1	processed_pseudogene	0	0.0	False
ENSG00000007944.13	protein_coding	1	0.003555927417246248	True
ENSG00000263712.1	miRNA	1	1.0	True
ENSG00000218073.1	processed_pseudogene	0	0.0	False
ENSG00000217078.1	processed_pseudogene	0	0.0	False
ENSG00000216364.1	processed_pseudogene	0	0.0	False
ENSG00000251831.1	snRNA	0	0.0	False
ENSG00000207193.1	misc_RNA	0	0.0	False
ENSG00000137198.8	protein_coding	0	0.0	False
ENSG00000124788.16	protein_coding	3	0.0012176158519309917	True
ENSG00000281447.1	miRNA	1	1.0	True
ENSG00000265642.1	miRNA	1	1.0	True
ENSG00000229931.1	antisense	1	0.2331571994715984	True
ENSG00000272341.1	lincRNA	0	0.0	False
ENSG00000221492.2	miRNA	0	0.0	False
ENSG00000277100.1	miRNA	0	0.0	False
ENSG00000230873.7	protein_coding	0	0.0	False
ENSG00000112183.13	protein_coding	0	0.0	False
ENSG00000219314.1	processed_pseudogene	0	0.0	False
ENSG00000112186.10	protein_coding	1	0.004575393739062804	True
ENSG00000184612.8	processed_pseudogene	1	1.0	True
ENSG00000218359.1	processed_pseudogene	0	0.0	False
ENSG00000137414.5	protein_coding	0	0.0	False
ENSG00000124789.10	protein_coding	2	0.007385701369295962	True
ENSG00000206881.1	snRNA	1	1.0	True
ENSG00000272269.1	antisense	1	0.53081876724931	True
ENSG00000201415.1	rRNA	0	0.0	False
ENSG00000201442.2	misc_RNA	0	0.0	False
ENSG00000137177.17	protein_coding	1	0.0015671511118893365	True
ENSG00000220920.1	unprocessed_pseudogene	1	1.0	True
ENSG00000187566.4	protein_coding	0	0.0	False
ENSG00000137364.4	protein_coding	0	0.0	False
ENSG00000165097.12	protein_coding	0	0.0	False
ENSG00000124795.13	protein_coding	0	0.0	False
ENSG00000199715.1	misc_RNA	0	0.0	False
ENSG00000278102.1	processed_pseudogene	0	0.0	False
ENSG00000200681.1	snRNA	0	0.0	False
ENSG00000217414.2	processed_pseudogene	0	0.0	False
ENSG00000218976.2	unprocessed_pseudogene	0	0.0	False
ENSG00000137393.9	protein_coding	0	0.0	False
ENSG00000207775.1	miRNA	0	0.0	False
ENSG00000217379.2	processed_pseudogene	0	0.0	False
ENSG00000231662.1	lincRNA	0	0.0	False
ENSG00000218643.2	processed_pseudogene	0	0.0	False
ENSG00000201523.1	rRNA	0	0.0	False
ENSG00000226786.2	antisense	7	0.22924941473551305	True
ENSG00000214012.4	processed_pseudogene	1	1.0	True
ENSG00000217314.2	processed_pseudogene	1	1.0	True
ENSG00000200957.1	snRNA	1	1.0	True
ENSG00000237404.1	lincRNA	2	1.0	True
ENSG00000227116.1	lincRNA	2	1.0	True
ENSG00000228412.5	lincRNA	1	1.0	True
ENSG00000172201.9	protein_coding	1	0.5136446331109763	True
ENSG00000229700.1	processed_pseudogene	0	0.0	False
ENSG00000172197.10	protein_coding	1	0.002829829303245234	True
ENSG00000227803.2	antisense	1	0.002953091280808693	True
ENSG00000112242.13	protein_coding	5	0.031020923874565676	True
ENSG00000240869.3	misc_RNA	2	1.0	True
ENSG00000281428.1	miRNA	2	1.0	True
ENSG00000252949.1	miRNA	1	1.0	True
ENSG00000224707.1	sense_intronic	1	1.0	True
ENSG00000222431.1	snRNA	1	1.0	True
ENSG00000201683.1	misc_RNA	0	0.0	False
ENSG00000145996.10	protein_coding	3	0.06592477652314574	True
ENSG00000225832.1	processed_pseudogene	1	1.0	True
ENSG00000233848.1	antisense	1	1.0	True
ENSG00000252046.1	snRNA	1	1.0	True
ENSG00000227089.2	lincRNA	0	0.0	False
ENSG00000280989.1	lincRNA	0	0.0	False
ENSG00000231754.1	lincRNA	0	0.0	False
ENSG00000124766.5	protein_coding	0	0.0	False
ENSG00000220771.2	processed_pseudogene	0	0.0	False
ENSG00000272168.4	lincRNA	4	0.02499758973901876	True
ENSG00000280443.1	TEC	1	1.0	True
ENSG00000222515.1	misc_RNA	1	1.0	True
ENSG00000260455.1	lincRNA	1	1.0	True
ENSG00000219404.2	processed_pseudogene	1	1.0	True
ENSG00000261568.1	lincRNA	0	0.0	False
ENSG00000260049.1	antisense	1	0.17877435772301042	True
ENSG00000172179.10	protein_coding	1	1.0	True
ENSG00000112273.6	protein_coding	0	0.0	False
ENSG00000228772.2	lincRNA	0	0.0	False
ENSG00000233358.2	lincRNA	0	0.0	False
ENSG00000218476.2	processed_pseudogene	0	0.0	False
ENSG00000207394.1	snRNA	0	0.0	False
ENSG00000235743.1	lincRNA	0	0.0	False
ENSG00000219453.1	processed_pseudogene	0	0.0	False
ENSG00000278128.1	processed_pseudogene	0	0.0	False
ENSG00000218512.2	processed_pseudogene	0	0.0	False
ENSG00000220748.2	processed_pseudogene	0	0.0	False
ENSG00000219582.2	processed_pseudogene	0	0.0	False
ENSG00000152954.10	protein_coding	0	0.0	False
ENSG00000251830.1	snoRNA	0	0.0	False
ENSG00000146038.10	protein_coding	1	0.006167604242710525	True
ENSG00000146049.1	protein_coding	1	0.832005792903693	True
ENSG00000202050.1	snRNA	0	0.0	False
ENSG00000124532.13	protein_coding	1	0.06995619685648029	True
ENSG00000112293.13	protein_coding	2	0.02805775764439411	True
ENSG00000112294.11	protein_coding	1	0.008334317081808523	True
ENSG00000137261.12	protein_coding	2	0.017422661218410403	True
ENSG00000218186.2	processed_pseudogene	2	1.0	True
ENSG00000280713.1	miRNA	2	1.0	True
ENSG00000111802.12	protein_coding	0	0.0	False
ENSG00000112304.9	protein_coding	2	0.028661582960820404	True
ENSG00000272345.1	antisense	1	1.0	True
ENSG00000112308.11	protein_coding	2	0.03805946791862285	True
ENSG00000272402.1	antisense	1	1.0	True
ENSG00000224164.1	lincRNA	1	0.09917870880548914	True
ENSG00000218806.2	processed_pseudogene	1	1.0	True
ENSG00000112312.8	protein_coding	0	0.0	False
ENSG00000260286.2	protein_coding	1	0.966984126984127	True
ENSG00000111913.14	protein_coding	8	0.12199595579975081	True
ENSG00000263391.1	miRNA	1	1.0	True
ENSG00000217083.1	processed_pseudogene	1	1.0	True
ENSG00000214975.4	processed_pseudogene	1	1.0	True
ENSG00000272053.1	lincRNA	4	1.0	True
ENSG00000220517.2	processed_pseudogene	2	1.0	True
ENSG00000244618.3	misc_RNA	2	1.0	True
ENSG00000229313.1	antisense	3	0.22718381112984823	True
ENSG00000223623.1	lincRNA	1	0.8813116656993616	True
ENSG00000230372.1	lincRNA	0	0.0	False
ENSG00000168405.13	unitary_pseudogene	2	0.02030718120883877	True
ENSG00000219682.4	processed_pseudogene	1	1.0	True
ENSG00000262400.1	processed_pseudogene	1	1.0	True
ENSG00000217805.2	processed_pseudogene	0	0.0	False
ENSG00000264238.1	miRNA	0	0.0	False
ENSG00000219681.2	processed_pseudogene	0	0.0	False
ENSG00000235733.2	antisense	2	0.042852693864839614	True
ENSG00000271108.1	processed_pseudogene	1	1.0	True
ENSG00000216718.7	processed_pseudogene	1	0.34959349593495936	True
ENSG00000213972.3	processed_pseudogene	0	0.0	False
ENSG00000079691.16	protein_coding	4	0.0010426062814099786	True
ENSG00000207286.1	misc_RNA	1	1.0	True
ENSG00000277593.1	miRNA	1	1.0	True
ENSG00000207490.1	snRNA	1	1.0	True
ENSG00000253017.1	miRNA	1	1.0	True
ENSG00000079689.12	protein_coding	1	0.007966600782542051	True
ENSG00000217408.2	processed_pseudogene	1	1.0	True
ENSG00000164508.4	protein_coding	0	0.0	False
ENSG00000146047.5	protein_coding	0	0.0	False
ENSG00000178762.4	processed_pseudogene	0	0.0	False
ENSG00000216436.2	processed_pseudogene	1	0.4212121212121212	True
ENSG00000280964.1	miRNA	1	1.0	True
ENSG00000146039.9	protein_coding	0	0.0	False
ENSG00000124568.9	protein_coding	0	0.0	False
ENSG00000124564.16	protein_coding	2	0.007314099959366111	True
ENSG00000276745.1	miRNA	1	1.0	True
ENSG00000242387.1	transcribed_processed_pseudogene	1	0.7046070460704607	True
ENSG00000277410.1	processed_pseudogene	0	0.0	False
ENSG00000112337.9	protein_coding	0	0.0	False
ENSG00000112343.10	protein_coding	1	0.2608359133126935	True
ENSG00000272558.1	antisense	2	0.9064799739498535	True
ENSG00000272462.2	lincRNA	1	0.7138154285087238	True
ENSG00000272810.1	lincRNA	0	0.0	False
ENSG00000224447.1	unprocessed_pseudogene	0	0.0	False
ENSG00000124610.4	protein_coding	0	0.0	False
ENSG00000275714.1	protein_coding	0	0.0	False
ENSG00000278637.1	protein_coding	0	0.0	False
ENSG00000278705.1	protein_coding	0	0.0	False
ENSG00000274267.1	protein_coding	0	0.0	False
ENSG00000278463.1	protein_coding	0	0.0	False
ENSG00000276410.2	protein_coding	7	0.2809102966148964	True
ENSG00000234816.2	unprocessed_pseudogene	1	1.0	True
ENSG00000278272.1	protein_coding	1	1.0	True
ENSG00000187837.3	protein_coding	1	1.0	True
ENSG00000010704.17	protein_coding	1	1.0	True
ENSG00000197061.4	protein_coding	1	1.0	True
ENSG00000187475.5	protein_coding	1	1.0	True
ENSG00000180596.7	protein_coding	1	0.9975698663426489	True
ENSG00000180573.9	protein_coding	1	0.009351412731280475	True
ENSG00000281052.1	miRNA	1	1.0	True
ENSG00000168298.5	protein_coding	0	0.0	False
ENSG00000158373.8	protein_coding	1	0.02204044535332879	True
ENSG00000217159.2	processed_pseudogene	1	1.0	True
ENSG00000274290.1	protein_coding	0	0.0	False
ENSG00000277157.1	protein_coding	0	0.0	False
ENSG00000216331.1	processed_pseudogene	0	0.0	False
ENSG00000197409.7	protein_coding	0	0.0	False
ENSG00000196866.2	protein_coding	1	0.3469387755102041	True
ENSG00000281823.1	miRNA	1	1.0	True
ENSG00000277224.1	protein_coding	0	0.0	False
ENSG00000217275.2	processed_pseudogene	0	0.0	False
ENSG00000276966.1	protein_coding	0	0.0	False
ENSG00000273802.1	protein_coding	0	0.0	False
ENSG00000277075.1	protein_coding	1	0.3494897959183674	True
ENSG00000280547.1	miRNA	1	1.0	True
ENSG00000277720.1	processed_pseudogene	0	0.0	False
ENSG00000274750.1	protein_coding	0	0.0	False
ENSG00000218281.1	processed_pseudogene	0	0.0	False
ENSG00000124575.6	protein_coding	0	0.0	False
ENSG00000274618.1	protein_coding	0	0.0	False
ENSG00000275663.1	protein_coding	0	0.0	False
ENSG00000277775.1	protein_coding	0	0.0	False
ENSG00000275713.1	protein_coding	0	0.0	False
ENSG00000273983.1	protein_coding	0	0.0	False
ENSG00000218690.1	processed_pseudogene	0	0.0	False
ENSG00000278588.1	protein_coding	0	0.0	False
ENSG00000158406.3	protein_coding	0	0.0	False
ENSG00000281724.1	miRNA	0	0.0	False
ENSG00000220875.1	processed_pseudogene	0	0.0	False
ENSG00000186470.12	protein_coding	0	0.0	False
ENSG00000124508.15	protein_coding	0	0.0	False
ENSG00000026950.15	protein_coding	0	0.0	False
ENSG00000124549.13	transcribed_unprocessed_pseudogene	0	0.0	False
ENSG00000111801.14	protein_coding	0	0.0	False
ENSG00000112763.14	protein_coding	0	0.0	False
ENSG00000124557.11	protein_coding	0	0.0	False
ENSG00000199289.1	snRNA	0	0.0	False
ENSG00000228223.2	lincRNA	0	0.0	False
ENSG00000261353.1	lincRNA	0	0.0	False
ENSG00000182952.4	protein_coding	0	0.0	False
ENSG00000146109.4	protein_coding	0	0.0	False
ENSG00000275846.1	lincRNA	0	0.0	False
ENSG00000271071.1	processed_pseudogene	0	0.0	False
ENSG00000181315.9	protein_coding	1	0.0031140368165871735	True
ENSG00000281140.1	miRNA	1	1.0	True
ENSG00000261584.1	lincRNA	0	0.0	False
ENSG00000281452.1	sRNA	0	0.0	False
ENSG00000241549.7	transcribed_unprocessed_pseudogene	1	0.021452921123780416	True
ENSG00000243307.2	processed_pseudogene	1	1.0	True
ENSG00000224843.5	lincRNA	2	0.00824717623857049	True
ENSG00000272312.1	lincRNA	1	1.0	True
ENSG00000238621.1	miRNA	1	1.0	True
ENSG00000220581.1	unitary_pseudogene	0	0.0	False
ENSG00000216762.1	processed_pseudogene	0	0.0	False
ENSG00000219770.1	unitary_pseudogene	0	0.0	False
ENSG00000222800.1	snRNA	0	0.0	False
ENSG00000272468.1	lincRNA	0	0.0	False
ENSG00000124635.8	protein_coding	0	0.0	False
ENSG00000196787.3	protein_coding	0	0.0	False
ENSG00000276180.1	protein_coding	0	0.0	False
ENSG00000197903.7	protein_coding	0	0.0	False
ENSG00000274997.1	protein_coding	1	0.3626943005181347	True
ENSG00000280696.1	miRNA	1	0.9929078014184397	True
ENSG00000265565.1	miRNA	0	0.0	False
ENSG00000174572.3	processed_pseudogene	0	0.0	False
ENSG00000112812.14	protein_coding	0	0.0	False
ENSG00000270935.1	processed_pseudogene	0	0.0	False
ENSG00000158553.4	protein_coding	0	0.0	False
ENSG00000220758.4	unprocessed_pseudogene	0	0.0	False
ENSG00000204789.4	processed_pseudogene	0	0.0	False
ENSG00000124613.7	protein_coding	0	0.0	False
ENSG00000271755.1	lincRNA	0	0.0	False
ENSG00000237154.2	processed_pseudogene	0	0.0	False
